WE_41B884,youssef,STUDBME2,CMP_LAB3,El-modarag,STUDBME1,CMP_LAB4,CMP_LAB2,ARC3,Sbme-Staff,CMP_LAB1,El-lab,Mo_Hamza,Farouk,RehabLab,Gamil,TP-Link_463C,redmi,ARC1,location
-70,-86.0,-71,-100,-76.0,-70.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-66,-90.0,-69,-100,-64.0,-49.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-71.0,-100.0,-100.0,-79.0,5
-81,-82.0,-80,-100,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-75,-100.0,-83,-100,-81.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-60,-100.0,-48,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-48,-100.0,-46,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-66,-100.0,-60,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-59,-100.0,-55,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,10
-48,-100.0,-44,-62,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-56.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-46,-100.0,-47,-59,-100.0,-57.0,-59.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-57,-100.0,-54,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-59,-89.0,-49,-100,-70.0,-47.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-75.0,-100.0,-100.0,-100.0,5
-64,-100.0,-59,-100,-69.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-53,-100.0,-41,-100,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,10
-67,-100.0,-52,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-66,-100.0,-55,-100,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-63.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-70,-85.0,-66,-78,-77.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-51,-100.0,-45,-100,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,10
-55,-100.0,-51,-100,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-77.0,-55.0,-69.0,-100.0,-100.0,-100.0,-100.0,11
-42,-100.0,-39,-67,-100.0,-53.0,-62.0,-66.0,-100.0,-100.0,-68.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-61,-77.0,-63,-70,-70.0,-100.0,-69.0,-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-41,-100.0,-55,-100,-100.0,-49.0,-56.0,-62.0,-100.0,-100.0,-59.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-43,-100.0,-44,-100,-100.0,-50.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-70,-84.0,-70,-100,-75.0,-73.0,-79.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,8
-57,-100.0,-58,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-54,-100.0,-54,-46,-100.0,-56.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-72,-90.0,-80,-100,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-64,-100.0,-61,-100,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-74.0,-39.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-68,-100.0,-59,-43,-100.0,-59.0,-44.0,-43.0,-100.0,-100.0,-44.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-48,-100.0,-48,-56,-100.0,-59.0,-100.0,-55.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-72,-100.0,-79,-100,-84.0,-75.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-60,-88.0,-64,-100,-77.0,-69.0,-71.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-65,-78.0,-79,-100,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-45,-100.0,-53,-100,-100.0,-61.0,-56.0,-100.0,-100.0,-100.0,-59.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-50,-100.0,-48,-57,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-42,-100.0,-51,-57,-100.0,-64.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-63,-88.0,-67,-100,-70.0,-47.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-86.0,-100.0,-100.0,-100.0,5
-69,-100.0,-60,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-63.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-65,-100.0,-55,-57,-100.0,-100.0,-58.0,-61.0,-100.0,-100.0,-58.0,-100.0,-81.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-68,-100.0,-76,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-54,-83.0,-58,-100,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-66,-86.0,-63,-75,-71.0,-100.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,5
-69,-100.0,-67,-100,-66.0,-46.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,5
-66,-100.0,-59,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-52,-100.0,-47,-100,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-46,-100.0,-50,-100,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,9
-66,-100.0,-56,-100,-100.0,-51.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-63,-100.0,-54,-44,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-51.0,-59.0,-100.0,-100.0,-100.0,-100.0,10
-63,-100.0,-57,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-61.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-49,-100.0,-41,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-68,-100.0,-51,-100,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-64.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-55,-100.0,-52,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-54.0,-62.0,-100.0,-100.0,-100.0,-100.0,11
-58,-100.0,-50,-48,-100.0,-100.0,-49.0,-46.0,-100.0,-100.0,-48.0,-100.0,-69.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-67,-100.0,-51,-100,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-51,-100.0,-51,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-63.0,-74.0,-57.0,-67.0,-100.0,-100.0,-100.0,-100.0,10
-70,-75.0,-73,-100,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,8
-73,-66.0,-77,-100,-75.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,8
-59,-100.0,-53,-100,-71.0,-56.0,-71.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-49,-100.0,-45,-56,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,10
-44,-88.0,-47,-100,-100.0,-57.0,-100.0,-58.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-60,-100.0,-55,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-57,-100.0,-68,-100,-79.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-69,-88.0,-68,-100,-100.0,-50.0,-100.0,-100.0,-66.0,-83.0,-100.0,-100.0,-100.0,-82.0,-100.0,-71.0,-100.0,-100.0,-100.0,5
-65,-100.0,-52,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-56.0,-100.0,-100.0,-100.0,-100.0,10
-59,-100.0,-55,-31,-100.0,-61.0,-100.0,-37.0,-100.0,-100.0,-100.0,-100.0,-70.0,-50.0,-57.0,-100.0,-100.0,-100.0,-100.0,11
-59,-100.0,-54,-100,-100.0,-58.0,-59.0,-58.0,-100.0,-100.0,-58.0,-100.0,-100.0,-56.0,-73.0,-100.0,-100.0,-100.0,-100.0,11
-56,-100.0,-54,-100,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-68,-100.0,-56,-100,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-74.0,-47.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-65,-100.0,-58,-100,-63.0,-32.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,5
-54,-70.0,-67,-100,-71.0,-53.0,-100.0,-66.0,-71.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-58,-82.0,-66,-100,-68.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-54,-100.0,-45,-58,-100.0,-65.0,-100.0,-56.0,-100.0,-100.0,-59.0,-67.0,-74.0,-70.0,-73.0,-100.0,-100.0,-100.0,-100.0,10
-45,-83.0,-48,-100,-63.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-70,-83.0,-66,-100,-73.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-74,-81.0,-71,-100,-83.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-60,-100.0,-56,-100,-64.0,-100.0,-100.0,-100.0,-74.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-62,-87.0,-51,-68,-62.0,-44.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,5
-69,-100.0,-63,-72,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-59,-100.0,-57,-46,-100.0,-100.0,-45.0,-45.0,-100.0,-100.0,-47.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-62,-77.0,-51,-70,-73.0,-54.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-65,-100.0,-66,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-75,-70.0,-77,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,8
-62,-100.0,-52,-74,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-43.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-72,-80.0,-77,-74,-70.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,8
-66,-100.0,-66,-100,-60.0,-40.0,-100.0,-100.0,-65.0,-100.0,-72.0,-100.0,-100.0,-77.0,-100.0,-58.0,-100.0,-100.0,-100.0,5
-70,-84.0,-63,-79,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-76,-92.0,-83,-100,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-66,-100.0,-52,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-69,-86.0,-71,-100,-64.0,-52.0,-100.0,-100.0,-61.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,5
-62,-81.0,-67,-67,-100.0,-65.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-55,-100.0,-52,-100,-68.0,-45.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-72,-100.0,-70,-74,-60.0,-100.0,-100.0,-73.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,5
-64,-83.0,-63,-100,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-70,-72.0,-71,-100,-71.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,8
-68,-100.0,-56,-100,-100.0,-81.0,-76.0,-76.0,-100.0,-100.0,-100.0,-46.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-81,-71.0,-75,-100,-68.0,-61.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-57,-82.0,-54,-100,-76.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-58,-88.0,-53,-100,-69.0,-56.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-76.0,-100.0,-87.0,-100.0,5
-62,-100.0,-58,-100,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0,-47.0,-66.0,-100.0,-100.0,-100.0,-100.0,11
-60,-100.0,-52,-40,-100.0,-59.0,-39.0,-37.0,-100.0,-100.0,-39.0,-100.0,-100.0,-51.0,-68.0,-100.0,-100.0,-100.0,-100.0,11
-66,-100.0,-59,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-80,-100.0,-75,-100,-59.0,-41.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-81.0,5
-73,-92.0,-80,-75,-100.0,-57.0,-78.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-54,-79.0,-58,-68,-100.0,-54.0,-67.0,-65.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-46,-100.0,-50,-100,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-53,-100.0,-46,-100,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-69.0,-100.0,-100.0,-100.0,-100.0,10
-54,-100.0,-51,-100,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-81,-88.0,-81,-100,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,6
-68,-100.0,-55,-71,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-52.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-43,-85.0,-48,-57,-100.0,-52.0,-100.0,-59.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,9
-68,-78.0,-70,-81,-76.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,8
-66,-100.0,-59,-67,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-67,-89.0,-64,-100,-60.0,-43.0,-100.0,-100.0,-68.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-91.0,-100.0,5
-62,-79.0,-70,-100,-70.0,-57.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-39,-100.0,-49,-56,-100.0,-55.0,-56.0,-55.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,9
-66,-100.0,-63,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-70,-100.0,-53,-100,-100.0,-100.0,-72.0,-73.0,-100.0,-100.0,-72.0,-46.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-52,-85.0,-52,-100,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-80.0,-86.0,-100.0,-100.0,-100.0,9
-75,-74.0,-86,-100,-68.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-53,-100.0,-50,-100,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-69,-73.0,-65,-100,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-56,-100.0,-51,-100,-100.0,-59.0,-100.0,-48.0,-100.0,-100.0,-47.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-72,-100.0,-65,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-42,-100.0,-40,-100,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,9
-54,-100.0,-52,-100,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-70,-88.0,-70,-100,-100.0,-60.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-72,-70.0,-77,-76,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-65,-100.0,-56,-50,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-64.0,-100.0,-100.0,-100.0,-100.0,10
-68,-100.0,-65,-100,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-74.0,-46.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-64,-79.0,-68,-100,-70.0,-49.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-75,-77.0,-81,-78,-69.0,-69.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,8
-73,-51.0,-78,-100,-50.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,8
-77,-78.0,-74,-100,-73.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,8
-68,-82.0,-69,-78,-83.0,-67.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-75,-49.0,-88,-82,-55.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,8
-59,-100.0,-47,-47,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-65.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-70,-100.0,-53,-76,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-52,-100.0,-47,-54,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-75,-85.0,-85,-100,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-73,-80.0,-84,-100,-82.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-69,-78.0,-76,-100,-78.0,-63.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-77,-64.0,-79,-100,-69.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,8
-62,-78.0,-55,-100,-100.0,-46.0,-100.0,-100.0,-74.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-41,-100.0,-46,-64,-100.0,-60.0,-58.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-49,-100.0,-45,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-70,-94.0,-64,-100,-100.0,-46.0,-100.0,-69.0,-61.0,-83.0,-100.0,-100.0,-100.0,-79.0,-100.0,-63.0,-100.0,-100.0,-83.0,5
-70,-100.0,-77,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-59,-100.0,-65,-100,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-71.0,-100.0,-100.0,-100.0,-100.0,11
-60,-100.0,-50,-100,-100.0,-67.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-63.0,-51.0,-65.0,-100.0,-100.0,-100.0,-100.0,10
-60,-79.0,-68,-100,-100.0,-56.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-53,-100.0,-50,-55,-100.0,-54.0,-100.0,-55.0,-100.0,-100.0,-100.0,-72.0,-100.0,-72.0,-80.0,-100.0,-100.0,-100.0,-100.0,9
-64,-100.0,-56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
