WE_41B884,youssef,STUDBME2,CMP_LAB3,El-modarag,STUDBME1,CMP_LAB4,CMP_LAB2,ARC3,Sbme-Staff,CMP_LAB1,El-lab,Mo_Hamza,Farouk,RehabLab,Gamil,TP-Link_463C,redmi,ARC1,location
-66,-100.0,-57,-54,-100.0,-62.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-100,-100.0,-68,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-48.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-65,-82.0,-63,-100,-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,8
-45,-91.0,-48,-100,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-69,-100.0,-50,-100,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-57.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-55,-100.0,-50,-100,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,10
-83,-69.0,-82,-100,-54.0,-70.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,8
-74,-100.0,-73,-100,-65.0,-51.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5
-72,-80.0,-74,-100,-77.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-64,-100.0,-55,-48,-100.0,-71.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-71,-100.0,-58,-100,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-76,-68.0,-71,-76,-71.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-58,-100.0,-53,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-60.0,-100.0,-100.0,-100.0,-100.0,10
-72,-100.0,-53,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-59,-100.0,-58,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-68,-100.0,-59,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-54,-100.0,-42,-51,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-54.0,-100.0,-72.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,10
-56,-100.0,-51,-51,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-73.0,-62.0,-65.0,-69.0,-100.0,-100.0,-100.0,-100.0,10
-41,-100.0,-47,-100,-100.0,-61.0,-100.0,-56.0,-100.0,-100.0,-55.0,-76.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-64,-100.0,-56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-58,-100.0,-59,-100,-100.0,-45.0,-100.0,-100.0,-100.0,-76.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-46,-100.0,-47,-53,-100.0,-65.0,-100.0,-52.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,9
-46,-100.0,-49,-54,-100.0,-65.0,-57.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-54,-100.0,-51,-100,-100.0,-100.0,-64.0,-63.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-59,-100.0,-53,-57,-100.0,-100.0,-50.0,-49.0,-100.0,-100.0,-100.0,-100.0,-79.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,11
-67,-100.0,-64,-100,-65.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,5
-55,-100.0,-45,-40,-100.0,-59.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-52.0,-59.0,-100.0,-100.0,-100.0,-100.0,11
-56,-100.0,-55,-100,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-72,-77.0,-75,-100,-100.0,-68.0,-74.0,-72.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,8
-60,-100.0,-45,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-54,-82.0,-53,-100,-67.0,-55.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-76.0,-100.0,-100.0,-100.0,5
-68,-100.0,-55,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-69,-100.0,-54,-71,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-42.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-69,-91.0,-58,-100,-71.0,-51.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,5
-56,-81.0,-58,-100,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-54,-100.0,-55,-100,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-58.0,-62.0,-100.0,-100.0,-100.0,-100.0,11
-73,-72.0,-68,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-57,-100.0,-51,-100,-72.0,-49.0,-100.0,-100.0,-65.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5
-56,-83.0,-54,-67,-68.0,-50.0,-69.0,-66.0,-70.0,-100.0,-67.0,-100.0,-100.0,-70.0,-100.0,-75.0,-100.0,-100.0,-100.0,5
-55,-100.0,-46,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-100.0,-100.0,10
-66,-100.0,-62,-74,-66.0,-41.0,-74.0,-75.0,-66.0,-84.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5
-75,-100.0,-74,-100,-77.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-59,-100.0,-49,-100,-70.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-43,-100.0,-47,-100,-100.0,-58.0,-100.0,-64.0,-100.0,-100.0,-64.0,-75.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-71,-100.0,-53,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-42,-90.0,-47,-66,-100.0,-46.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-60,-89.0,-64,-100,-63.0,-37.0,-100.0,-70.0,-64.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,5
-47,-88.0,-45,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,9
-55,-100.0,-51,-45,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-42.0,-78.0,-100.0,-64.0,-67.0,-100.0,-100.0,-100.0,-100.0,10
-65,-100.0,-51,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-65,-78.0,-62,-100,-73.0,-58.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-69,-100.0,-62,-100,-62.0,-40.0,-100.0,-100.0,-64.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,5
-52,-100.0,-45,-55,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-67.0,-75.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,10
-73,-78.0,-77,-87,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-78,-100.0,-76,-100,-87.0,-67.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-65,-76.0,-63,-100,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,8
-69,-82.0,-70,-76,-74.0,-64.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-61,-100.0,-60,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-55.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-61,-100.0,-56,-100,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-63.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-69,-100.0,-64,-73,-100.0,-100.0,-71.0,-73.0,-100.0,-100.0,-72.0,-54.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-64,-100.0,-54,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-57,-100.0,-46,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-63,-73.0,-71,-70,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,8
-65,-100.0,-57,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-53,-100.0,-57,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-67.0,-73.0,-100.0,-100.0,-100.0,-100.0,10
-49,-100.0,-40,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-48,-100.0,-52,-100,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-61.0,-73.0,-100.0,-100.0,-100.0,-100.0,10
-57,-100.0,-47,-46,-100.0,-56.0,-100.0,-49.0,-100.0,-100.0,-46.0,-100.0,-68.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-56,-100.0,-55,-100,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-40,-86.0,-38,-100,-100.0,-52.0,-62.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-54,-100.0,-51,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-66,-100.0,-47,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-51,-100.0,-53,-100,-100.0,-69.0,-100.0,-59.0,-100.0,-100.0,-57.0,-100.0,-64.0,-57.0,-65.0,-100.0,-100.0,-100.0,-100.0,10
-66,-89.0,-72,-100,-62.0,-47.0,-100.0,-73.0,-66.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,5
-66,-100.0,-61,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-59,-80.0,-63,-100,-73.0,-59.0,-69.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-64,-100.0,-60,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-63,-100.0,-56,-100,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-68.0,-57.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-49,-100.0,-44,-65,-100.0,-53.0,-64.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-76,-88.0,-81,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-65,-100.0,-63,-71,-69.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-57,-100.0,-50,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-66,-78.0,-57,-100,-67.0,-41.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-69,-88.0,-72,-100,-58.0,-46.0,-100.0,-100.0,-63.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,5
-66,-100.0,-70,-75,-63.0,-46.0,-100.0,-100.0,-60.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,5
-69,-66.0,-77,-100,-62.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,8
-51,-100.0,-47,-100,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-63,-80.0,-65,-100,-75.0,-62.0,-76.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-65,-100.0,-57,-100,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-78,-84.0,-76,-100,-79.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-66,-100.0,-67,-100,-79.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-48,-100.0,-44,-100,-100.0,-54.0,-57.0,-100.0,-100.0,-100.0,-58.0,-72.0,-100.0,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,9
-65,-100.0,-51,-71,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-54,-100.0,-52,-43,-100.0,-73.0,-44.0,-41.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,11
-49,-100.0,-46,-100,-100.0,-56.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-79.0,-65.0,-72.0,-100.0,-100.0,-100.0,-100.0,10
-66,-100.0,-68,-100,-65.0,-24.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-83.0,5
-50,-100.0,-49,-100,-100.0,-53.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-48,-100.0,-47,-100,-100.0,-59.0,-52.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-62,-100.0,-63,-100,-100.0,-43.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-53,-100.0,-50,-100,-100.0,-65.0,-50.0,-54.0,-100.0,-100.0,-47.0,-100.0,-100.0,-55.0,-58.0,-100.0,-100.0,-100.0,-100.0,11
-48,-87.0,-52,-100,-100.0,-50.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-49,-100.0,-42,-60,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-61.0,-74.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-66,-100.0,-54,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-100,-50.0,-79,-100,-66.0,-69.0,-100.0,-81.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,8
-73,-67.0,-74,-87,-73.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,8
-61,-83.0,-51,-69,-69.0,-42.0,-100.0,-70.0,-100.0,-82.0,-100.0,-100.0,-100.0,-81.0,-100.0,-85.0,-100.0,-100.0,-100.0,5
-70,-86.0,-68,-100,-100.0,-63.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-72,-94.0,-75,-88,-100.0,-64.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-64,-100.0,-70,-77,-66.0,-42.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,5
-64,-100.0,-53,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-47,-100.0,-47,-60,-100.0,-58.0,-100.0,-58.0,-100.0,-100.0,-61.0,-100.0,-100.0,-63.0,-70.0,-100.0,-100.0,-100.0,-100.0,10
-65,-75.0,-68,-100,-76.0,-67.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-58,-100.0,-52,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-69,-100.0,-56,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-53.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-71,-78.0,-66,-100,-69.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,8
-53,-100.0,-48,-54,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-53.0,-71.0,-100.0,-70.0,-76.0,-100.0,-100.0,-100.0,-100.0,10
-67,-94.0,-66,-100,-70.0,-54.0,-100.0,-70.0,-65.0,-100.0,-68.0,-81.0,-100.0,-68.0,-100.0,-73.0,-100.0,-100.0,-100.0,5
-100,-57.0,-83,-100,-66.0,-73.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,8
-54,-100.0,-46,-100,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-59.0,-59.0,-100.0,-100.0,-100.0,-100.0,10
-70,-100.0,-66,-100,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-53.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-47,-100.0,-49,-59,-100.0,-58.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-56,-100.0,-46,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-66.0,-76.0,-100.0,-100.0,-100.0,-100.0,10
-67,-76.0,-64,-71,-100.0,-56.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-58,-86.0,-55,-68,-70.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-64,-78.0,-64,-79,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-59,-100.0,-64,-56,-100.0,-61.0,-56.0,-54.0,-100.0,-100.0,-56.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-71,-100.0,-53,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-67,-100.0,-56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-61,-100.0,-57,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-68,-82.0,-71,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-71,-100.0,-55,-69,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-70.0,-44.0,-62.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-71,-100.0,-56,-100,-62.0,-30.0,-100.0,-70.0,-100.0,-83.0,-71.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,5
-44,-100.0,-45,-100,-100.0,-61.0,-58.0,-100.0,-100.0,-100.0,-58.0,-70.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-39,-90.0,-38,-100,-100.0,-57.0,-60.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-51,-85.0,-38,-100,-100.0,-61.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-60,-100.0,-54,-78,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-74.0,-69.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-68,-100.0,-54,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-65,-100.0,-53,-100,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-64.0,-100.0,-100.0,-100.0,-100.0,11
-78,-75.0,-72,-85,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-62,-100.0,-53,-100,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-63.0,-100.0,-100.0,-100.0,-100.0,11
-77,-82.0,-76,-100,-100.0,-75.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-57,-78.0,-62,-100,-71.0,-52.0,-79.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-78,-72.0,-86,-100,-59.0,-68.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,8
-56,-100.0,-56,-70,-69.0,-48.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-89.0,-80.0,-100.0,-100.0,-100.0,5
-61,-100.0,-48,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-75,-100.0,-79,-100,-81.0,-71.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,6
-65,-100.0,-56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-67,-89.0,-68,-100,-74.0,-52.0,-100.0,-100.0,-71.0,-100.0,-79.0,-100.0,-100.0,-80.0,-100.0,-86.0,-100.0,-100.0,-100.0,5
-80,-71.0,-78,-100,-73.0,-71.0,-100.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,8
-69,-100.0,-61,-100,-56.0,-28.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-63.0,-100.0,-100.0,-100.0,5
-58,-100.0,-55,-42,-100.0,-70.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-64,-100.0,-56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
